pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_age,st_spectype,disc_year
GJ 179 b,GJ 179,13.8,301.93698665,2.41,0.21,64.53,0.0028,3370.0,0.38,0.357,,M3.5 V,2009.0
Kepler-1987 c,Kepler-1987,1.33,2.33,0.0427,0.0,860.0,129.44,4769.0,0.714,0.799,,,2023.0
HATS-42 b,HATS-42,15.6926,597.5204,0.03689,0.229,1856.0,1637.2058,6060.0,1.48,1.273,3.26,,2018.0
Kepler-169 d,Kepler-169,1.25,2.1,0.075,0.0,702.0,55.53,4997.0,0.763,0.825,0.79,,2014.0
EPIC 201497682 b,EPIC 201497682,0.692,0.26,,,,,4991.0,0.554,0.78,,,2019.0
Kepler-875 b,Kepler-875,2.9,8.75,0.1771,0.0,569.0,41.431,5958.0,1.11,1.06,3.39,,2016.0
Kepler-653 c,Kepler-653,0.78,0.399,0.01855,0.0,2078.0,3743.275,5665.0,1.19,1.02,7.76,,2016.0
Kepler-191 d,Kepler-191,2.28,5.82,0.06104,0.0,857.0,99.6,5215.0,0.8,0.84,4.9,,2016.0
Kepler-400 b,Kepler-400,1.65,3.36,0.087,0.0,939.0,183.39,5886.0,1.145,1.08,3.63,,2014.0
EPIC 212297394 c,EPIC 212297394,2.27,5.77,,,866.0,,5171.0,0.8,0.83,,,2021.0
K2-59 c,K2-59,2.3,5.9,0.0905,,692.77,38.3,5055.0,0.731,0.774,,,2016.0
Kepler-1881 b,Kepler-1881,2.98104391,9.17,0.53325,0.0,289.0,1.5,5135.0,0.874,0.812,0.9,,2021.0
TOI-329 b,TOI-329,4.94057819,40.4,0.0638,0.39,1213.02,576.8749,5614.0,1.5326,1.0678,8.7,,2024.0
Kepler-308 c,Kepler-308,2.16,5.31,0.123,0.0,714.0,58.679,5895.0,0.941,0.92,0.5,,2014.0
TOI-5788 b,TOI-5788,1.528,3.72,0.064,0.061,910.0,175.1,5615.0,0.87,0.87,5.72,,2026.0
TrES-4 b,TrES-4,18.04649,247.9074,0.05084,0.0,1778.0,2276.295,6200.0,1.66,1.08,2.2,F8 V,2007.0
TOI-1753 b,TOI-1753,2.47852533,16.6,0.059,0.0,1005.43,237.996,5621.0,0.9715,0.9483,5.9,,2024.0
BD-08 2823 c,BD-08 2823,12.5,104.0,0.68,0.19,233.85,0.5117,4746.0,0.71,0.74,4.5,K3 V,2009.0
BD-14 3065 b,BD-14 3065 A,21.59,3932.0,0.0656,0.066,2001.0,646.761,6935.0,2.35,1.41,2.24,,2024.0
HD 154857 c,HD 154857,13.2,819.97,5.36,0.06,154.88,0.1601,5605.0,1.76,1.718,5.64,G5 V,2014.0
HD 152079 b,HD 152079,13.2,845.74563,4.187,0.532,147.84,0.073,5907.0,1.128,1.147,1.622,G6 V,2009.0
TOI-833 b,TOI-833,1.27,2.15,0.0171,,1118.0,270.0682,3920.0,0.6,0.61,,,2022.0
Kepler-348 c,Kepler-348,1.33,2.33,0.138,0.0,888.0,133.259,6177.0,1.359,1.189,2.29,,2014.0
HD 179079 b,HD 179079,,4195.3349724,0.1214,0.049,997.61,162.7656,5646.0,1.63,1.14,6.99,G5 IV,2008.0
Kepler-592 b,Kepler-592,2.39,6.3,0.0397,0.0,1367.0,935.827,5913.0,1.04,1.04,3.89,,2016.0
Kepler-139 f,Kepler-139,6.67,36.0,,,,,5630.0,1.045,1.078,2.82,,2025.0
TOI-904 c,TOI-904,2.167,5.34,0.312,,217.26,0.5449,3770.2,0.527,0.557,1.5,,2023.0
Kepler-1542 d,Kepler-1542,0.87,0.59,0.0629,0.0,1010.0,297.806,5564.0,0.99,0.94,8.51,,2016.0
Kepler-222 b,Kepler-222,3.16,10.1,0.048,0.0,1004.0,206.769,5433.0,0.869,0.933,1.17,,2014.0
Qatar-10 b,Qatar-10,17.295487,233.92288,0.0286,0.0,1955.0,1816.48,6124.0,1.254,1.156,3.2,F7 V,2019.0
Kepler-1213 b,Kepler-1213,1.19,1.81,0.06026,0.0,1156.0,595.424,6050.0,1.21,1.14,3.47,,2016.0
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,3.17,10.17050902,2.3,,,,,,0.2,,,2024.0
Kepler-29 c,Kepler-29,2.34,4.5,0.10027,0.0,715.0,34.4,5378.0,0.732,0.761,0.3,,2011.0
HD 86226 b,HD 86226,14.3,143.0235,2.73,0.059,176.0,0.1583,5863.0,1.053,1.019,4.6,G1 V,2009.0
Kepler-554 b,Kepler-554,4.29,17.0,0.03022,0.0,1346.0,877.945,5447.0,0.92,0.93,5.62,,2016.0
Kepler-506 b,Kepler-506,2.73,7.9,0.07437,0.0,1080.0,330.547,6236.0,1.19,1.19,1.74,,2016.0
Kepler-1823 b,Kepler-1823,2.0861268,5.0,0.15332,0.0,718.0,78.0,6000.0,1.126,1.068,1.88,,2021.0
Kepler-237 c,Kepler-237,2.08,4.98,0.071,0.0,687.0,60.642,4861.0,0.725,0.696,3.02,,2014.0
Kepler-208 e,Kepler-208,1.48,2.79,0.132,0.0,880.0,106.345,6092.0,1.314,1.082,4.68,,2014.0
HAT-P-5 b,HAT-P-5,13.56289,311.4734,0.04073,0.0,1517.0,850.6754,5960.0,1.12,1.04,2.6,G,2007.0
Kepler-254 c,Kepler-254,2.15,3.2,0.105,0.0,787.0,67.225,5957.0,0.91,0.849,0.3,,2014.0
Kepler-1287 b,Kepler-1287,1.54,2.99,0.0976,0.0,796.0,78.156,5715.0,0.94,0.96,4.07,,2016.0
WASP-183 b,WASP-183,16.47723,159.55066,0.04632,,1111.0,268.7176,5313.0,0.871,0.784,14.9,G9,2019.0
Kepler-337 c,Kepler-337,2.05,4.86,0.093,0.0,1017.0,376.21,5684.0,1.761,1.081,7.94,,2014.0
Kepler-1506 b,Kepler-1506,1.32,2.3,0.1168,0.0,783.0,235.807,5676.0,0.93,0.95,3.98,,2016.0
K2-394 b,K2-394,1.692,3.51,,,643.0,28.5068,4938.0,0.631,0.478,,,2022.0
TOI-3457 b,TOI-3457,10.64,797.74930157,0.2001,0.59,824.2,17.4858,6300.0,1.474,1.04,,,2026.0
Kepler-1830 b,Kepler-1830,3.32992941,11.1,0.31769,0.0,681.0,35.8,6160.0,2.046,1.443,2.4,,2021.0
7 CMa b,7 CMa,13.4,587.9855,1.758,0.06,387.33,3.7372,4826.0,4.87,1.34,4.3,K1III(+M),2011.0
Kepler-1390 b,Kepler-1390,1.18,1.76,0.0662,0.0,934.0,171.133,5753.0,0.98,0.98,4.47,,2016.0
Kepler-913 b,Kepler-913,2.06,4.9,0.1009,0.0,1129.0,58.9,4687.0,0.61,0.63,5.62,,2016.0
Kepler-350 d,Kepler-350,2.8,14.9,0.1786,0.0,782.0,83.237,6492.3,1.25,1.0,4.0,,2013.0
K2-19 c,K2-19,4.1,11.0,0.0982,0.1,679.0,51.0,5322.0,0.82,0.88,1.7,G9,2015.0
TOI-3160 A b,TOI-3160 A,13.7646283,378.21580433,0.0505,0.18,1539.0,933.0,6190.0,1.346,1.088,5.5,,2025.0
HD 176986 d,HD 176986,2.49,6.76,0.28149,,363.0,4.09,4931.0,0.782,0.789,4.3,K2.5 V,2026.0
HAT-P-45 b,HAT-P-45,15.984,283.492,0.0452,0.049,1652.0,1052.239,6330.0,1.319,1.259,2.0,,2014.0
TOI-622 b,TOI-622,9.2362001,96.30200732,0.0708,0.42,1388.0,602.0,6400.0,1.415,1.313,0.9,F6 V,2023.0
KELT-19 A b,KELT-19 A,21.40919,1293.5681,0.0637,,1935.0,2340.0,7500.0,1.83,1.62,,A8 V,2017.0
HATS-59 c,HATS-59,12.3,4036.441,2.504,0.083,175.9,0.159,5670.0,1.036,1.038,4.3,,2018.0
Kepler-1333 b,Kepler-1333,2.81,8.3,0.4382,0.0,428.0,3.298,5628.0,0.92,0.94,4.57,,2016.0
Kepler-1605 b,Kepler-1605,1.08,1.28,0.36567,0.0,528.0,16.734,5280.0,0.82,0.86,4.68,,2016.0
Kepler-1913 b,Kepler-1913,1.51852059,2.92,0.1209,0.0,818.0,105.7,6214.0,1.076,1.169,,,2021.0
Kepler-1465 b,Kepler-1465,1.77,3.78,0.1939,0.0,668.0,6.246,4726.0,0.71,0.75,3.72,,2016.0
Kepler-16 b,Kepler-16,8.4493,105.833,0.7048,0.0069,205.9,0.2517,4450.0,0.6489,0.6897,3.8,,2011.0
55 Cnc f,55 Cnc,7.59,44.812,0.802,0.063,277.07,0.9879,5198.0,0.98,1.015,10.0,G8 V,2007.0
K2-21 b,K2-21,1.84,4.04,0.076,0.1,500.0,10.0,4222.06,0.646783,0.676023,1.0,M0.0,2015.0
Kepler-1918 b,Kepler-1918,2.29763023,5.89,0.2524,0.0,497.0,14.43,5889.0,0.924,0.967,,,2021.0
Kepler-577 b,Kepler-577,2.55,7.04,0.1348,0.0,314.0,5.688,4984.0,0.73,0.78,3.8,,2016.0
Kepler-1120 b,Kepler-1120,1.38,2.48,0.0369,0.0,1027.0,206.874,4904.0,0.74,0.78,4.68,,2016.0
LP 791-18 c,LP 791-18,2.488,7.16,0.02961,0.0001,324.4,2.637,2960.0,0.182,0.139,0.5,M(6.1 +/- 0.7) V,2019.0
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,13.2,813.64072192,3.32,,,,,,0.61,,,2021.0
Kepler-953 b,Kepler-953,4.21,16.5,0.392,0.0,410.0,5.84,5416.0,0.99,0.95,8.71,,2016.0
Kepler-149 b,Kepler-149,4.21,16.5,0.184,0.0,540.0,23.64,5381.0,0.953,1.013,14.0,,2014.0
HD 124330 b,HD 124330,14.0,238.37130525,0.86,0.34,348.79,2.9422,5873.0,1.30446,1.15,,G4 IV,2021.0
KELT-23 A b,KELT-23 A,14.829507,298.12454,0.03302,0.0,1561.0,991.183,5899.0,0.996,0.944,6.4,G2 V,2019.0
Kepler-871 b,Kepler-871,3.74,13.5,0.1572,0.0,640.0,79.722,5993.0,1.14,1.11,3.47,,2016.0
WASP-89 b,WASP-89,11.65736,1875.197,0.0427,0.193,1120.0,278.8533,5130.0,0.88,0.92,1.3,K3,2015.0
Kepler-385 c,Kepler-385,3.04,13.2,0.127,0.0,829.0,83.155,6326.0,1.126,0.992,3.31,,2014.0
Kepler-942 b,Kepler-942,2.13,5.18,0.22737,0.0,379.0,4.957,4861.0,0.75,0.81,4.17,,2016.0
WASP-55 b,WASP-55,14.72860064,186.2474465,0.0558,0.0,1342.0,504.0,6096.0,1.09,1.071,3.05,,2012.0
Kepler-1966 b,Kepler-1966,1.10479327,1.39,0.0763,0.0,733.0,68.28,5009.0,0.84,0.797,,,2021.0
Kepler-212 c,Kepler-212,2.74,7.95,0.207,0.0,664.0,54.662,5852.0,1.455,1.166,5.13,,2014.0
K2-285 e,K2-285,1.95,10.7,0.18041,0.0,500.9,10.5,4975.0,0.787,0.83,,K2 V,2018.0
K2-91 b,K2-91,1.1,1.37,0.0164,0.09,726.81,46.0,3622.0,0.284,0.292,,,2016.0
K2-329 b,K2-329,8.675766,82.6358,0.1016,0.0697,650.0,45.7,5282.0,0.822,0.901,1.8,,2020.0
Kepler-819 b,Kepler-819,2.76,8.05,0.1894,0.0,485.0,9.913,5279.0,0.81,0.86,4.47,,2016.0
TOI-2345 b,TOI-2345,1.504,3.49,0.01705,,1478.0,791.0,4687.0,0.729,0.727,6.3,K,2025.0
DMPP-1 e,DMPP-1,1.86,4.13,0.0651,0.07,1314.0,492.4756,6196.0,1.26,1.21,2.01,F8 V,2019.0
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1.2,1.87,2.07,,,,,,0.49,,WD,2021.0
HD 11505 b,HD 11505,12.6,2510.52658689,20.247,0.144,67.46,0.0035,5757.15,1.19568,1.03,,,2022.0
75 Cet c,75 Cet,13.9,289.85950718,3.929,0.023,376.92,3.3569,4809.0,10.38,1.92,,G3 III,2023.0
WASP-45 b,WASP-45,10.603714,306.38812,0.03963,0.0,1153.0,294.0,5150.0,0.855,0.85,12.7,K2 V,2011.0
Kepler-195 b,Kepler-195,2.03,4.78,0.077,0.0,751.0,74.148,5329.0,0.775,0.867,2.19,,2014.0
TOI-1136 g,TOI-1136,2.53,5.6,0.229,0.04,574.0,17.9249,5770.0,0.968,1.022,0.7,,2022.0
K2-83 c,K2-83,1.483,2.8,0.07131,0.06,459.75,7.42,3910.0,0.424,0.484,,,2016.0
Kepler-994 b,Kepler-994,1.6,3.19,0.0177,0.0,957.0,243.984,3934.0,0.54,0.56,3.24,,2016.0
Kepler-548 b,Kepler-548,11.99,,0.0495,0.0,1017.0,237.035,5535.0,0.9,0.93,4.37,,2016.0
KELT-21 b,KELT-21,17.777474,1242.7153,0.05224,0.0,2051.0,2950.0,7598.0,1.638,1.458,1.6,A8 V,2018.0
TOI-270 d,TOI-270,2.0,4.2,0.0721,0.0066,383.0,9.2135,3506.0,0.38,0.386,,M3 V,2019.0
GJ 9404 b,GJ 9404,3.48,11.9,0.0943,0.49,473.5,11.2454,3811.0,0.626041,0.62,,M2V,2023.0
Kepler-376 b,Kepler-376,1.07,1.24,0.057,0.0,1242.0,689.912,5900.0,1.175,0.968,1.91,,2014.0
Kepler-1517 b,Kepler-1517,9.76,68.7,0.078,0.0,2336.0,1526.983,7010.0,1.95,1.58,1.38,,2016.0
Kepler-1876 b,Kepler-1876,0.853,2.4,0.0758,0.098,1299.0,475.0,6104.0,1.477,1.187,4.4,,2021.0
EPIC 246851721 b,EPIC 246851721,11.780659,953.49,0.07229,,1401.0,642.0,6202.0,1.586,1.317,3.02,F5 V,2018.0
K2-226 b,K2-226,1.53899305,2.98,0.04095,0.22,1187.0,332.7564,5288.0,0.889,0.856,9.6,,2018.0
TOI-4860 b,TOI-4860,8.7,86.7,0.01808,0.008,694.0,42.5,3260.0,0.358,0.34,4.5,M3.5 V,2023.0
HD 203387 b,HD 203387,13.1,1106.04285636,1.771,0.732,610.0,23.0974,5174.32,10.5852,2.817,,,2022.0
Kepler-199 b,Kepler-199,3.11,9.85,0.158,0.0,595.0,31.679,5644.0,0.967,0.96,1.45,,2014.0
WASP-42 b,WASP-42,12.576498,167.49641,0.0561,0.062,1021.0,137.118,5315.0,0.892,0.951,4.4,,2012.0
HD 6061 b,HD 6061,2.42763557,10.0,0.06,0.0,1075.31,339.1,5934.0,1.0072,1.0269,2.4,,2023.0
Kepler-248 c,Kepler-248,4.07,15.6,0.123,0.0,598.0,22.459,5190.0,0.831,0.838,2.34,,2014.0
HD 13189 b,HD 13189,12.4,3480.2385,1.25,0.27,1115.98,277.0528,4175.0,38.41,2.24,,K2,2005.0
HD 1461 b,HD 1461,2.42,6.44,0.0634,0.172,1185.14,309.8969,5765.0,1.152288,1.02,7.12,G0 V,2010.0
TOI-5232 b,TOI-5232,12.778238,743.71847238,0.05593,0.035,1772.0,1193.86,6500.0,1.785,1.389,2.37,,2024.0
HD 133131 A c,HD 133131 A,14.3,133.4886,4.49,0.49,128.96,0.0477,5799.0,0.955014,0.95,9.7,G2 V,2016.0
TOI-333 b,TOI-333,4.26,20.1,0.049,0.0,1445.0,650.4959,6241.0,1.1,1.2,1.0,,2025.0
HD 285507 b,HD 285507,13.8,311.4734,0.06,0.09,736.35,53.0123,4503.0,0.69,0.82,0.625,K4.5 V,2013.0
Kepler-1319 b,Kepler-1319,1.34,2.36,0.0296,0.33,557.0,38.452,3655.0,0.54,0.56,5.37,,2016.0
K2-374 c,K2-374,2.213,5.53,,,,,5789.0,0.907,0.731,,G3,2022.0
TOI-4529 b,TOI-4529,1.77,4.9,,,511.0,14.6089,3697.0,0.48,0.482,,M1.5 V,2026.0
K2-395 b,K2-395,2.597,7.26,,,,,5007.0,0.783,0.952,,K0,2022.0
Kepler-1047 b,Kepler-1047,2.09,5.02,0.29871,0.0,503.0,28.851,5754.0,1.13,1.08,4.47,,2016.0
KOI-1833 d,Kepler-968,2.58,11.02,0.0634,0.0,613.0,27.35,4413.0,0.667,0.681,2.14,,2021.0
HD 16905 b,HD 16905,12.4,3591.4609991,8.8,0.68,69.63,0.0039,4866.12,0.77494,0.85,6.1,K3 V,2022.0
Kepler-1711 b,Kepler-1711,1.923,4.36,0.1463,0.0,669.0,47.39,5706.0,1.034,0.94,6.6,,2021.0
Kepler-734 b,Kepler-734,3.56,12.4,0.0583,0.0,784.0,89.25,5326.0,0.78,0.85,2.34,,2016.0
Kepler-521 b,Kepler-521,3.18,10.2,0.17116,0.0,803.0,160.612,6406.0,1.46,1.34,1.78,,2016.0
TOI-1516 b,TOI-1516,15.24421375,1004.33776612,,,1839.0,1899.83,6520.0,1.14,1.14,4.82,F8 V,2022.0
WASP-163 b,WASP-163,13.473218,594.3421,0.0266,,1638.0,1200.0,5500.0,1.015,0.97,,,2018.0
TYC 8998-760-1 c,TYC 8998-760-1,12.3299,1906.98,320.0,,1240.0,0.0,4573.0,0.953811,1.0,0.0167,K3 IV,2020.0
HD 104067 c,HD 104067,3.69,13.2,0.1058,0.29,648.36,27.4455,4952.0,0.78,0.82,4.33,K2V,2024.0
TOI-150.01,TOI-150,14.067295,797.7533,0.07037,0.262,1404.5,750.922,6255.0,1.526,1.351,2.346,F,2019.0
Kepler-514 b,Kepler-514,1.72,3.61,0.06559,0.0,1248.0,506.412,6106.0,1.44,1.28,2.69,,2016.0
Kepler-358 c,Kepler-358,2.85,8.5,0.381,0.0,411.0,6.599,5908.0,0.954,0.94,0.4,,2014.0
Kepler-1377 b,Kepler-1377,1.25,2.1,0.0153,0.0,1873.0,2909.21,5218.0,0.82,0.86,5.01,,2016.0
Kepler-1720 b,Kepler-1720,3.21585295,10.4,0.1043,0.0,697.0,55.86,5573.0,0.839,0.939,0.5,,2021.0
TIC 86380416 b,TIC 86380416,2.4123612,6.4,,,,,5723.74,0.989724,1.07,,,2026.0
Kepler-665 b,Kepler-665,2.6,7.27,0.1148,0.0,593.0,20.719,4913.0,0.74,0.79,4.68,,2016.0
TOI-332 b,TOI-332,3.2,57.2,0.0159,0.0,1871.0,4180.32,5251.0,0.87,0.88,5.0,K0 V,2023.0
K2-133 b,K2-133,1.34,2.36,0.03194,,665.21,32.5438,3655.0,0.455,0.461,,M1.5 V,2017.0
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,7.56,44.49597698,2.86,,,,,,0.69,,,2022.0
K2-43 b,K2-43,4.51,18.5,0.03784,0.07,939.3,49.0,3840.6,0.542,0.571,,,2016.0
Kepler-223 e,Kepler-223,4.6,4.8,0.14481,0.051,751.0,119.882,5803.0,1.72,1.125,8.91,,2014.0
K2-215 b,K2-215,2.12381238,5.16,,,,,5704.0,0.974398,0.999987,,,2018.0
K2-179 b,K2-179,2.51267885,6.86,,,,,5015.0,0.768067,0.824345,,,2018.0
Kepler-1069 b,Kepler-1069,1.6,3.19,0.16587,0.0,823.0,78.175,5722.0,0.98,0.99,4.37,,2016.0
Kepler-68 c,Kepler-68,0.979,1.3,0.09008,0.099,1052.0,204.0,5847.0,1.2564,1.057,6.84,,2013.0
WASP-91 b,WASP-91,11.54527,425.8922,0.037,0.0,1160.0,332.5562,4920.0,0.86,0.84,,K3,2017.0
TOI-5301 b,TOI-5301,13.09208946,1182.32167404,0.073,0.33,1648.0,429.794,6240.0,2.19,1.483,2.43,,2024.0
Kepler-253 d,Kepler-253,3.17,10.2,0.13,0.0,563.0,24.084,5208.0,0.786,0.86,3.72,,2014.0
TOI-500 e,TOI-500,3.99,15.05,,0.073,,,4440.0,0.678,0.74,5.0,K6 V,2022.0
Kepler-1651 b,Kepler-1651,1.84,4.04,0.0692,0.13,393.0,5.65,3713.0,0.503,0.522,,,2017.0
K2-62 b,K2-62,2.02,4.74,0.0636,,666.0,46.7,4455.0,0.696,0.67,,,2016.0
L 98-59 e,L 98-59,1.49,2.82,0.0712,0.012,347.0,2.4,3415.0,0.3155,0.2923,4.94,M3 V,2021.0
K2-166 b,K2-166,2.19,5.43,0.0858,,1140.0,390.3952,5960.0,1.61,1.16,,,2018.0
TOI-2096 c,TOI-2096,1.914,4.32,0.04,0.1,349.0,3.7,3300.0,0.235,0.231,4.0,M4,2023.0
NGTS-11 b,NGTS-11,9.157753,109.33352,0.201,0.13,435.0,9.242,5050.0,0.832,0.862,3.9,K,2020.0
Kepler-369 b,Kepler-369,1.13,1.51,0.03,0.0,687.0,40.295,3591.0,0.471,0.5,4.17,,2014.0
HD 183579 b,HD 183579,3.49,20.4,0.1322,0.061,752.0,58.1,5784.0,0.96,0.996,3.1,G2 V,2021.0
Kepler-657 b,Kepler-657,3.52,12.2,0.17337,0.0,616.0,62.2,5808.0,1.01,1.01,4.17,,2016.0
Kepler-240 c,Kepler-240,2.2,102.3,0.074,0.0,696.0,59.838,4985.0,0.739,0.868,1.91,,2014.0
K2-198 c,K2-198,1.423,2.61,,,1229.9,,5212.9,0.757,0.799,,,2019.0
Kepler-403 c,Kepler-403,1.75,3.71,0.297,0.0,604.0,45.154,6090.0,1.329,1.299,3.09,,2014.0
GJ 887 d,GJ 887,2.34,6.1,0.212,,241.0,0.81,3688.0,0.468,0.495,2.9,M1 V,2026.0
HD 219666 b,HD 219666,4.898,17.6,0.06356,0.05,1076.0,598.4408,5540.0,1.059,1.02,10.0,G5 V,2018.0
HAT-P-34 b,HAT-P-34,13.417173,1058.3739,0.06774,0.432,1520.0,433.78,6442.0,1.53,1.392,1.7,,2011.0
TOI-2046 b,TOI-2046,16.14093221,731.0053361,,,1828.82,2643.655,6250.0,1.21,1.13,0.45,F8 V,2022.0
K2-170 b,K2-170,1.41817537,2.6,,,,,5748.0,0.981614,0.963657,,,2018.0
HD 170469 b,HD 170469,14.1,209.7678,2.24,0.11,209.6,0.3188,5842.0,1.24,1.1,6.7,G5 IV,2007.0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,4.86,21.0,2.7,,,,,,0.38,,,2016.0
Kepler-292 b,Kepler-292,1.32,2.3,0.035,0.0,1130.0,394.301,5299.0,0.826,0.865,5.13,,2014.0
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,12.9,1382.55357045,3.76,,,,,,0.69,,,2024.0
Kepler-769 b,Kepler-769,2.92,8.85,0.0778,0.0,1037.0,241.128,6186.0,1.28,1.19,2.88,,2016.0
BD+15 2375 b,BD+15 2375,13.8,337.21763,0.576,0.001,883.68,111.9838,4649.0,8.95,1.08,7.41,G5,2016.0
Kepler-1331 b,Kepler-1331,1.05,1.16,0.0142,0.0,1244.0,547.294,4508.0,0.69,0.72,4.17,,2016.0
K2-49 b,K2-49,1.93,4.38,0.0309,,768.28,59.0,4175.0,0.45,0.51,,,2016.0
KELT-17 b,KELT-17,17.093725,416.3573,0.04881,,2087.0,3331.8707,7454.0,1.645,1.635,0.65,A,2016.0
Kepler-1369 b,Kepler-1369,2.69,7.7,0.1741,0.0,667.0,37.158,5761.0,0.99,0.99,4.07,,2016.0
HD 142245 b,HD 142245,13.1,975.7381,2.78,0.0,306.3,1.7468,4922.0,4.63,3.5,2.3,K0,2011.0
HD 4203 c,HD 4203,13.3,689.66,6.95,0.24,124.96,0.0406,5582.0,1.49795,0.99,8.52,G5,2014.0
Kepler-1136 b,Kepler-1136,1.64,3.33,0.0299,0.0,922.0,150.055,4512.0,0.68,0.72,3.24,,2016.0
2MASS J12073346-3932539 b,2MASS J12073346-3932539,15.69257298,1652.7077164,46.0,,1163.0,0.0,2825.0,0.21887,0.188001,0.01,M8,2004.0
Kepler-289 e,Kepler-289,2.94,17.4,0.9342,0.0,286.0,1.58,5990.0,0.985,1.061,0.65,,2025.0
K2-8 b,K2-8,3.58,12.5,0.0856,,631.0,37.7,4870.0,0.74,0.78,,K3 V,2015.0
HATS-33 b,HATS-33,13.78707,378.85336,0.03727,0.08,1429.0,757.1284,5659.0,1.022,1.062,3.0,,2016.0
Kepler-539 b,Kepler-539,8.373123,308.2951,0.4988,0.39,387.6,3.681,5820.0,0.952,1.048,0.91,G2 V,2016.0
Kepler-80 d,Kepler-80,1.53,6.75,0.0372,0.0041,722.0,164.625,4540.0,0.678,0.73,2.0,K5,2014.0
pi Men d,HD 39091,3.72,13.38,0.506,0.22,443.55,5.6398,5998.0,1.19,1.07,3.92,G0 V,2022.0
K2-254 c,K2-254,2.19,5.43,0.0923,,551.0,17.6668,4629.0,0.67,0.71,,,2018.0
Kepler-1504 b,Kepler-1504,2.13,5.18,0.3704,0.0,485.0,25.17,5393.0,0.81,0.85,4.47,,2016.0
HD 206255 b,HD 206255,6.47,34.2,0.461,0.23,596.48,21.0939,5635.0,2.221489,1.42,,G5 IV/V,2019.0
HD 38283 b,HD 38283,14.0,127.132,1.02,0.41,348.58,2.4745,5981.0,1.49,1.37,6.2,F9.5 V,2010.0
Kepler-341 b,Kepler-341,1.18,1.76,0.06,0.0,1085.0,422.097,6012.0,1.024,0.976,9.12,,2014.0
Kepler-676 b,Kepler-676,3.04,9.48,0.0798,0.0,396.0,8.241,3701.0,0.49,0.51,4.27,,2016.0
K2-199 b,K2-199,1.73,6.9,0.0382,0.02,913.0,116.2,4491.0,0.682,0.711,5.04,,2018.0
Kepler-598 c,Kepler-598,3.02420941,9.4,0.36672,0.0,367.0,3.7,5245.0,0.900316,0.9,12.3,,2020.0
TIC 153919886 b,TIC 153919886,2.70601108,7.78,,,,,4137.16,0.591697,0.581261,,,2026.0
Kepler-25 b,Kepler-25,2.748,8.7,0.0695,0.0029,1185.0,542.96,6354.0,1.316,1.165,2.75,F8,2011.0
Kepler-1669 b,Kepler-1669,2.78043818,8.15,0.0745,0.0,530.0,18.66,4303.0,0.714145,0.67,13.9,,2020.0
Kepler-284 c,Kepler-284,2.61,7.32,0.213,0.0,478.0,9.042,5615.0,0.814,0.766,0.5,,2014.0
HD 55696 b,HD 55696,12.9,1357.12729789,3.18,0.705,200.43,0.2662,6012.0,1.52,1.29,2.64,G0 V,2018.0
24 Sex b,24 Sex,13.4,632.46,1.333,0.09,471.32,8.2099,5098.0,4.9,1.54,2.7,K0 IV,2010.0
Kepler-895 b,Kepler-895,1.54,2.99,0.0328,0.0,771.0,106.585,4315.0,0.61,0.65,2.63,,2016.0
Kepler-288 d,Kepler-288,2.67,7.61,0.287,0.0,570.0,12.659,5918.0,1.091,0.842,12.3,,2014.0
Kepler-787 b,Kepler-787,1.28,2.18,0.0159,0.0,1115.0,493.553,4248.0,0.62,0.65,3.39,,2016.0
K2-352 d,K2-352,2.23,5.6,,,727.0,,5791.0,0.95,0.98,,,2021.0
Kepler-295 c,Kepler-295,1.17,1.71,0.142,0.0,621.0,141.4,5603.0,0.898,0.89,6.46,,2014.0
TOI-808 b,TOI-808,2.20344362,5.49,,,710.98,60.3881,5078.2,0.833198,0.87,,,2026.0
HD 8673 b,HD 8673,12.3,4210.59073594,2.97,0.73,219.11,0.3841,6389.05,1.50225,1.28,,F5,2009.0
Kepler-646 b,Kepler-646,1.99,4.62,0.11251,0.0,632.0,38.229,5634.0,0.91,0.93,4.57,,2016.0
TOI-2134 c,TOI-2134,7.27,41.89,0.371,0.67,306.0,1.4,4580.0,0.709,0.744,3.8,K5 V,2023.0
WASP-150 b,WASP-150,11.99363,2688.8418,0.0694,0.3775,1460.0,854.7074,6218.0,1.651,1.394,2.95,F8,2020.0
TOI-4010 e,TOI-4010,13.3,692.0,1.57,0.26,174.0,0.15,4960.0,0.83,0.88,6.1,K V,2023.0
Kepler-230 b,Kepler-230,4.26,16.8,0.191,0.0,506.0,11.816,5588.0,0.817,0.784,1.8,,2014.0
HD 11506 b,HD 11506,12.9,1551.00262616,2.885,0.379,193.57,0.2609,6123.0,1.24,1.22,2.5,G0 V,2007.0
Kepler-1880 b,Kepler-1880,2.11686218,5.13,0.054,0.0,606.0,31.73,4380.0,0.53,0.524,13.6,,2021.0
